ProgId,pThreads,Mem_Hits,Mem_Misses,Mem_Latency,L1_Sets,L1_Latency,L1_Hits,L1_Misses,L2_Sets,L2_Latency,L2_Hits,L2_Misses,L3_Hits,L3_Misses,Instructions,InstructionsPerSecond,SimTime,Cycles,CyclesPerSecond,CommittedInstructions,CommittedInstructionsPerCycle,CommittedMicroInstructions,CommittedMicroInstructionsPerCycle,BranchPredictionAccuracy
5,2,0.0,4669.0,200,64,3,1088556.0,12356.0,1024,18,9370.0,0,0.0,12117.0,5503526,16167,1309070.00,5236280,15382,3627383,0.6927,7736169,1.477,0.8765
5,2,0.0,4670.0,200,128,3,1088966.0,12111.0,1024,25,8838.0,0,0.0,11908.0,5497647,15856,1341099.00,5364396,15472,3627421,0.6762,7736223,1.442,0.8766
5,2,0.0,4668.0,250,64,3,1088668.0,12349.0,2048,25,9373.0,0,0.0,12111.0,5500358,16521,1392430.00,5569720,16729,3627435,0.6513,7736249,1.389,0.8761
5,2,0.0,4674.0,250,128,4,1065177.0,12135.0,1024,25,8860.0,0,0.0,11924.0,5653845,15969,1541000.25,6164001,17410,3627441,0.5885,7736257,1.255,0.8663
5,2,0.0,4669.0,300,64,4,1065164.0,12360.0,2048,25,9388.0,0,0.0,12118.0,5660902,16835,1595590.25,6382361,18980,3627415,0.5684,7736215,1.212,0.8661
5,32,0.0,6674.0,200,64,3,614426.0,10363.0,1024,18,1785.0,0,21307.0,12063.0,6523743,14071,1028549.00,4114196,8874,4117345,1.001,8660359,2.105,0.8634
5,32,0.0,6679.0,200,128,3,614567.0,12729.0,1024,25,1110.0,0,22148.0,11744.0,6526858,13623,1045675.00,4182700,8730,4119340,0.9849,8664548,2.072,0.8643
5,32,0.0,6678.0,250,64,3,614118.0,10045.0,2048,25,1650.0,0,20985.0,12194.0,6535219,14066,1076968.00,4307872,9272,4101041,0.952,8631568,2.004,0.8612
5,32,0.0,6685.0,250,128,4,607369.0,12464.0,1024,25,1130.0,0,22119.0,11961.0,6658247,13625,1167907.25,4671629,9560,4119764,0.8819,8665690,1.855,0.8575
5,32,0.0,6670.0,300,64,4,607357.0,11966.0,2048,25,1657.0,0,21772.0,12016.0,6629950,13580,1208879.25,4835517,9905,4113267,0.8506,8653660,1.79,0.86
5,4,0.0,4847.0,200,64,3,827820.0,8522.0,1024,18,4755.0,0,4095.0,12502.0,5571624,16343,1142376.00,4569504,13403,3650301,0.7988,7776707,1.702,0.8733
5,4,0.0,4858.0,200,128,3,828106.0,8179.0,1024,25,3969.0,0,4111.0,12032.0,5562300,15354,1156791.00,4627164,12772,3650369,0.7889,7776834,1.681,0.8739
5,4,0.0,4854.0,250,64,3,827336.0,8521.0,2048,25,4727.0,0,4103.0,12525.0,5581503,15797,1209341.00,4837364,13691,3650323,0.7546,7776731,1.608,0.8731
5,4,0.0,4850.0,250,128,4,812951.0,8178.0,1024,25,4039.0,0,4073.0,12034.0,5676374,16317,1310640.25,5242561,15070,3650064,0.6962,7776217,1.483,0.8661
5,4,0.0,4849.0,300,64,4,812864.0,8491.0,2048,25,4740.0,0,4089.0,12494.0,5690144,15448,1369477.25,5477909,14872,3650128,0.6663,7776321,1.42,0.8656
5,8,0.0,5145.0,200,64,3,698520.0,6378.0,1024,18,2696.0,0,7361.0,11747.0,5628269,15268,984380.00,3937520,10682,3702095,0.9402,7870151,1.999,0.8741
5,8,0.0,5144.0,200,128,3,699300.0,5903.0,1024,25,1952.0,0,7154.0,11016.0,5532138,14485,989996.00,3959984,10369,3702305,0.9349,7870492,1.988,0.8786
5,8,0.0,5140.0,250,64,3,698259.0,6413.0,2048,25,2706.0,0,7362.0,11799.0,5647031,14719,1041364.00,4165456,10857,3702178,0.8888,7870294,1.889,0.8734
5,8,0.0,5151.0,250,128,4,688351.0,6027.0,1024,25,1996.0,0,7295.0,11158.0,5619605,15066,1127334.25,4509337,12089,3703047,0.8212,7872144,1.746,0.8726
5,8,0.0,5141.0,300,64,4,688630.0,6228.0,2048,25,2693.0,0,7165.0,11632.0,5757478,14759,1176221.25,4704885,12061,3702141,0.7869,7870198,1.673,0.8664
5,16,0.0,3207.0,200,64,3,174342.0,5286.0,1024,18,1189.0,0,8223.0,5584.0,1882958,14066,383556.00,1534224,11461,1073196,0.6995,2217524,1.445,0.8406
5,16,0.0,3210.0,200,128,3,174577.0,5057.0,1024,25,749.0,0,8019.0,5448.0,1886151,14908,384726.00,1538904,12164,1072426,0.6969,2215605,1.44,0.8402
5,16,0.0,3208.0,250,64,3,174201.0,5209.0,2048,25,1180.0,0,8208.0,5498.0,1881580,13649,407232.00,1628928,11816,1071053,0.6575,2213781,1.359,0.8404
5,16,0.0,3210.0,250,128,4,172656.0,5066.0,1024,25,723.0,0,8245.0,5472.0,1899442,14181,429046.25,1716185,12813,1072491,0.6249,2215393,1.291,0.8396
5,16,0.0,3207.0,300,64,4,172208.0,4664.0,2048,25,1208.0,0,7911.0,5508.0,1911342,13678,446991.25,1787965,12795,1072339,0.5998,2215671,1.239,0.8367
5,1,0.0,2120.0,200,64,3,264866.0,3333.0,1024,18,2551.0,0,0.0,3951.0,1370816,15941,383669.00,1534676,17846,881601,0.5745,1862272,1.213,0.8746
5,1,0.0,2125.0,200,128,3,266015.0,2424.0,1024,25,1411.0,0,0.0,3265.0,1371400,16944,374523.00,1498092,18510,881653,0.5885,1862352,1.243,0.8748
5,1,0.0,2120.0,250,64,3,264847.0,3333.0,2048,25,2551.0,0,0.0,3951.0,1370908,16302,409941.00,1639764,19499,881601,0.5376,1862272,1.136,0.8746
5,1,0.0,2125.0,250,128,4,260338.0,2312.0,1024,25,1309.0,0,0.0,3173.0,1371034,16536,427839.25,1711357,20640,881653,0.5152,1862352,1.088,0.8749
5,1,0.0,2123.0,300,64,4,259297.0,3339.0,2048,25,2552.0,0,0.0,3952.0,1377571,15732,467835.25,1871341,21370,881653,0.4711,1862352,0.9952,0.8733
5,2,0.0,2323.0,200,64,3,267539.0,3522.0,1024,18,2872.0,0,0.0,4255.0,1428637,16760,374312.00,1497248,17564,891554,0.5955,1879981,1.256,0.8606
5,2,0.0,2325.0,200,128,3,269312.0,2491.0,1024,25,1538.0,0,0.0,3488.0,1423561,16997,363062.00,1452248,17339,891506,0.6139,1879896,1.294,0.8617
5,2,0.0,2325.0,250,64,3,267498.0,3526.0,2048,25,2876.0,0,0.0,4258.0,1431912,15907,402347.00,1609388,17878,891466,0.5539,1879849,1.168,0.8602
5,2,0.0,2332.0,250,128,4,263439.0,2565.0,1024,25,1606.0,0,0.0,3547.0,1470467,16696,418349.25,1673397,19000,891448,0.5327,1879808,1.123,0.8519
5,2,0.0,2327.0,300,64,4,261914.0,3530.0,2048,25,2882.0,0,0.0,4259.0,1467135,15603,458540.25,1834161,19506,891482,0.486,1879877,1.025,0.8526
5,32,0.0,4092.0,200,64,3,178099.0,9035.0,1024,18,1368.0,0,15503.0,6582.0,2321537,12432,488189.00,1952756,10457,1339088,0.6857,2737758,1.402,0.8595
5,32,0.0,4083.0,200,128,3,178291.0,9376.0,1024,25,820.0,0,15287.0,6241.0,2351830,12333,491010.00,1964040,10299,1329076,0.6767,2720482,1.385,0.8593
5,32,0.0,4106.0,250,64,3,177818.0,9421.0,2048,25,1376.0,0,15433.0,6703.0,2341492,12135,522185.00,2088740,10825,1341249,0.6421,2741099,1.312,0.8586
5,32,0.0,4087.0,250,128,4,175729.0,9675.0,1024,25,783.0,0,15544.0,5866.0,2322678,11774,541195.25,2164781,10974,1330952,0.6148,2724109,1.258,0.8576
5,32,0.0,4098.0,300,64,4,176415.0,9849.0,2048,25,1357.0,0,15803.0,6456.0,2375654,12209,576270.25,2305081,11846,1347972,0.5848,2754149,1.195,0.8572
5,4,0.0,2490.0,200,64,3,210955.0,2878.0,1024,18,1725.0,0,1627.0,4868.0,1470202,15118,351334.00,1405336,14451,911797,0.6488,1916422,1.364,0.8586
5,4,0.0,2491.0,200,128,3,211443.0,2630.0,1024,25,1154.0,0,1637.0,4581.0,1466815,15252,351999.00,1407996,14640,911731,0.6475,1916245,1.361,0.8593
5,4,0.0,2487.0,250,64,3,210838.0,2893.0,2048,25,1756.0,0,1646.0,4892.0,1470579,15320,377419.00,1509676,15728,911819,0.604,1916476,1.269,0.8589
5,4,0.0,2493.0,250,128,4,207700.0,2727.0,1024,25,1182.0,0,1706.0,4655.0,1496809,15246,402948.25,1611793,16417,912071,0.5659,1917011,1.189,0.8541
5,4,0.0,2477.0,300,64,4,207445.0,2902.0,2048,25,1774.0,0,1643.0,4900.0,1501339,15035,424904.25,1699617,17021,911948,0.5366,1916584,1.128,0.8531
5,8,0.0,2750.0,200,64,3,184528.0,3375.0,1024,18,1207.0,0,3784.0,5048.0,1606669,15214,338735.00,1354940,12830,959777,0.7084,2004554,1.479,0.8463
5,8,0.0,2757.0,200,128,3,184600.0,3002.0,1024,25,751.0,0,3527.0,4667.0,1601024,15192,334298.00,1337192,12689,958474,0.7168,2001908,1.497,0.8468
5,8,0.0,2751.0,250,64,3,184317.0,3274.0,2048,25,1211.0,0,3743.0,5053.0,1615736,15420,362440.00,1449760,13836,959122,0.6616,2003242,1.382,0.8459
5,8,0.0,2754.0,250,128,4,181623.0,3168.0,1024,25,754.0,0,3757.0,4793.0,1660864,15861,385443.25,1541773,14724,958650,0.6218,2002356,1.299,0.8375
5,8,0.0,2750.0,300,64,4,181487.0,3061.0,2048,25,1188.0,0,3719.0,4939.0,1652977,15519,407918.25,1631673,15319,959492,0.588,2003775,1.228,0.8397
9,16,0.0,8895.0,200,64,3,176206.0,15883.0,1024,18,9241.0,0,23445.0,12073.0,3460303,10833,779272.00,3117088,9759,3051925,0.9791,5374360,1.724,0.9786
9,16,0.0,8896.0,200,128,3,183016.0,12078.0,1024,25,4109.0,0,23029.0,9876.0,3456272,11175,733384.00,2933536,9485,3051909,1.04,5374350,1.832,0.9787
9,16,0.0,8893.0,250,64,3,173721.0,15210.0,2048,25,8874.0,0,23229.0,11731.0,3450947,10614,821814.00,3287256,10110,3051139,0.9282,5372801,1.634,0.9788
9,16,0.0,8894.0,250,128,4,164651.0,13526.0,1024,25,4550.0,0,23332.0,10292.0,3457629,10744,816419.25,3265677,10148,3051454,0.9344,5373271,1.645,0.9787
9,16,0.0,8893.0,300,64,4,166459.0,15299.0,2048,25,8369.0,0,23561.0,12133.0,3463308,10308,886356.25,3545425,10552,3051826,0.8608,5374140,1.516,0.9785
9,1,0.0,1512.0,200,64,3,134665.0,1558.0,1024,18,1200.0,0,0.0,2603.0,372912,12886,187200.00,748800,25874,314529,0.42,710045,0.9482,0.9452
9,1,0.0,1515.0,200,128,3,135007.0,1515.0,1024,25,130.0,0,0.0,1673.0,373087,13394,167769.00,671076,24092,314508,0.4687,709996,1.058,0.9455
9,1,0.0,1512.0,250,64,3,134814.0,1558.0,2048,25,1197.0,0,0.0,2603.0,373934,12724,202673.00,810692,27586,314889,0.3884,710689,0.8766,0.9449
9,1,0.0,1513.0,250,128,4,134769.0,1513.0,1024,25,110.0,0,0.0,1599.0,373519,12869,203727.25,814909,28076,314266,0.3856,709647,0.8708,0.9456
9,1,0.0,1510.0,300,64,4,132464.0,1561.0,2048,25,1196.0,0,0.0,2603.0,374971,12186,240466.25,961865,31260,314889,0.3274,710689,0.7389,0.9448
9,2,0.0,2088.0,200,64,3,176594.0,4084.0,1024,18,3415.0,0,0.0,4815.0,553695,12350,288032.00,1152128,25698,469242,0.4073,966596,0.839,0.9589
9,2,0.0,2097.0,200,128,3,179237.0,2703.0,1024,25,1770.0,0,0.0,4005.0,553348,12905,273522.00,1094088,25516,469175,0.4288,966444,0.8833,0.9595
9,2,0.0,2089.0,250,64,3,176562.0,4068.0,2048,25,3398.0,0,0.0,4813.0,554206,12063,316644.00,1266576,27569,469094,0.3704,966269,0.7629,0.9586
9,2,0.0,2093.0,250,128,4,171008.0,2892.0,1024,25,1967.0,0,0.0,4104.0,554854,12301,319910.25,1279641,28369,469083,0.3666,966260,0.7551,0.9591
9,2,0.0,2090.0,300,64,4,168634.0,4056.0,2048,25,3382.0,0,0.0,4853.0,555449,11511,361201.25,1444805,29941,469077,0.3247,966253,0.6688,0.9587
9,32,0.0,16730.0,200,128,3,214053.0,32207.0,1024,25,4532.0,0,50694.0,12948.0,7052655,12116,1022253.00,4089012,7024,6276625,1.535,10928020,2.673,0.9807
9,4,0.0,3066.0,200,64,3,150902.0,19414.0,1024,18,12981.0,0,4063.0,10395.0,936825,10043,596035.00,2384140,25560,805006,0.3377,1532583,0.6428,0.969
9,4,0.0,3069.0,200,128,3,156240.0,7364.0,1024,25,3308.0,0,4051.0,7323.0,935064,11112,477510.00,1910040,22698,804678,0.4213,1531854,0.802,0.9694
9,4,0.0,3067.0,250,64,3,150695.0,18718.0,2048,25,12426.0,0,4052.0,10192.0,937530,9698,647850.00,2591400,26807,805202,0.3107,1532987,0.5916,0.9689
9,4,0.0,3065.0,250,128,4,151515.0,7839.0,1024,25,3566.0,0,4156.0,7322.0,936394,10637,529547.25,2118189,24062,805113,0.3801,1532864,0.7237,0.9694
9,4,0.0,3065.0,300,64,4,145248.0,18340.0,2048,25,12016.0,0,4166.0,10096.0,936791,9481,685956.25,2743825,27770,805189,0.2935,1532983,0.5587,0.9692
9,8,0.0,5006.0,200,64,3,153897.0,13242.0,1024,18,7677.0,0,10774.0,10651.0,1746060,10889,604634.00,2418536,15083,1525808,0.6309,2759863,1.141,0.9752
9,8,0.0,5016.0,200,128,3,155817.0,9159.0,1024,25,3733.0,0,10741.0,9016.0,1750338,11028,582389.00,2329556,14677,1524949,0.6546,2758003,1.184,0.9751
9,8,0.0,5008.0,250,64,3,154350.0,13643.0,2048,25,7920.0,0,10709.0,10883.0,1750984,10541,654400.00,2617600,15759,1525881,0.5829,2760060,1.054,0.9748
9,8,0.0,5008.0,250,128,4,153074.0,9229.0,1024,25,3906.0,0,10674.0,8889.0,1748573,10768,645167.25,2580669,15892,1525181,0.591,2758584,1.069,0.9751
9,8,0.0,5008.0,300,64,4,153076.0,13847.0,2048,25,8089.0,0,10730.0,10677.0,1754359,10217,724938.25,2899753,16887,1525797,0.5262,2759861,0.9518,0.9748
9,16,0.0,8856.0,200,64,3,169749.0,15357.0,1024,18,9139.0,0,22499.0,11563.0,3352879,9080,753814.00,3015256,8165,2948560,0.9779,5108167,1.694,0.9786
9,16,0.0,8858.0,200,128,3,177556.0,13128.0,1024,25,3974.0,0,22837.0,10210.0,3362422,9061,730214.00,2920856,7871,2955149,1.012,5121795,1.754,0.9784
9,16,0.0,8859.0,250,64,3,168125.0,15733.0,2048,25,9188.0,0,22201.0,11866.0,3352623,8623,814629.00,3258516,8381,2950077,0.9053,5111302,1.569,0.9786
9,16,0.0,8862.0,250,128,4,176603.0,12385.0,1024,25,5158.0,0,22983.0,10309.0,3357370,8746,827909.25,3311637,8627,2949784,0.8907,5110632,1.543,0.9785
9,16,0.0,8862.0,300,64,4,162263.0,20438.0,2048,25,13128.0,0,22312.0,12732.0,3361230,8470,962062.25,3848249,9697,2948983,0.7663,5109101,1.328,0.9785
9,1,0.0,1480.0,200,64,3,92072.0,1480.0,1024,18,1077.0,0,0.0,2387.0,274158,11214,154091.00,616364,25211,215287,0.3493,452874,0.7348,0.9368
9,1,0.0,1487.0,200,128,3,91738.0,1487.0,1024,25,115.0,0,0.0,1628.0,273836,12105,137373.00,549492,24290,214917,0.3911,452197,0.8229,0.9372
9,1,0.0,1480.0,250,64,3,92077.0,1480.0,2048,25,1086.0,0,0.0,2387.0,274251,10684,168371.00,673484,26238,215319,0.3197,452939,0.6725,0.9368
9,1,0.0,1483.0,250,128,4,91517.0,1483.0,1024,25,82.0,0,0.0,1547.0,275177,11263,164302.25,657209,26900,215291,0.3276,452878,0.6891,0.9373
9,1,0.0,1477.0,300,64,4,89843.0,1477.0,2048,25,1076.0,0,0.0,2385.0,275159,10543,196699.25,786797,30148,215287,0.2736,452874,0.5756,0.9368
9,2,0.0,2057.0,200,64,3,132288.0,4235.0,1024,18,3599.0,0,0.0,4655.0,454325,10176,263393.00,1053572,23597,369447,0.3507,708311,0.6723,0.9558
9,2,0.0,2065.0,200,128,3,135835.0,2552.0,1024,25,1646.0,0,0.0,3827.0,453742,10969,244282.00,977128,23621,369401,0.378,708226,0.7248,0.9562
9,2,0.0,2058.0,250,64,3,132396.0,4236.0,2048,25,3599.0,0,0.0,4659.0,454649,9754,291853.00,1167412,25046,369436,0.3165,708295,0.6067,0.9556
9,2,0.0,2061.0,250,128,4,129051.0,2860.0,1024,25,1979.0,0,0.0,3971.0,455963,10267,285359.25,1141437,25703,369432,0.3237,708277,0.6205,0.9558
9,2,0.0,2059.0,300,64,4,126684.0,4223.0,2048,25,3586.0,0,0.0,4668.0,456027,9431,329662.25,1318649,27270,369417,0.2801,708266,0.5371,0.9556
9,32,0.0,16692.0,200,64,3,203018.0,28380.0,1024,18,10051.0,0,49240.0,13938.0,6945761,8770,1048833.00,4195332,5297,6168732,1.47,10651904,2.539,0.9805
9,32,0.0,16702.0,200,128,3,209401.0,24731.0,1024,25,5515.0,0,47695.0,12062.0,6941552,8287,1011608.00,4046432,4831,6163413,1.523,10640785,2.63,0.9808
9,32,0.0,16692.0,250,64,3,201320.0,26555.0,2048,25,11992.0,0,48366.0,13546.0,6946395,8147,1169692.00,4678768,5488,6165200,1.318,10644493,2.275,0.9807
9,32,0.0,16693.0,250,128,4,196989.0,26187.0,1024,25,5363.0,0,48235.0,12260.0,6924343,8032,1116546.25,4466185,5181,6160563,1.379,10634750,2.381,0.9808
9,32,0.0,16703.0,300,64,4,192890.0,29928.0,2048,25,10471.0,0,49275.0,14092.0,6944936,7916,1295375.25,5181501,5906,6170926,1.191,10656148,2.057,0.9806
9,4,0.0,3031.0,200,64,3,128873.0,18185.0,1024,18,12231.0,0,3750.0,9528.0,836474,8440,553439.00,2213756,22336,705402,0.3186,1274649,0.5758,0.9682
9,4,0.0,3038.0,200,128,3,135850.0,7150.0,1024,25,3397.0,0,3656.0,6724.0,834028,8804,450315.00,1801260,19014,705060,0.3914,1273926,0.7072,0.9684
9,4,0.0,3035.0,250,64,3,128754.0,18791.0,2048,25,12768.0,0,3720.0,9736.0,837473,8375,624624.00,2498496,24987,705441,0.2823,1274759,0.5102,0.968
9,4,0.0,3027.0,250,128,4,130216.0,7424.0,1024,25,3649.0,0,3715.0,6934.0,835832,9290,504937.25,2019749,22449,705090,0.3491,1273958,0.6308,0.9686
9,4,0.0,3028.0,300,64,4,125288.0,18513.0,2048,25,12504.0,0,3699.0,9574.0,834985,7856,664365.25,2657461,25002,705198,0.2654,1274226,0.4795,0.9685
9,8,0.0,4974.0,200,64,3,142394.0,13662.0,1024,18,8365.0,0,10105.0,10431.0,1650708,9153,601086.00,2404344,13332,1425775,0.593,2500899,1.04,0.9744
9,8,0.0,4977.0,200,128,3,144871.0,8832.0,1024,25,3806.0,0,9911.0,8404.0,1647005,9331,570707.00,2282828,12933,1425724,0.6245,2500754,1.095,0.9747
9,8,0.0,4976.0,250,64,3,143500.0,13264.0,2048,25,7959.0,0,10251.0,10345.0,1653826,8704,640238.00,2560952,13479,1426248,0.5569,2501938,0.977,0.9744
9,8,0.0,4978.0,250,128,4,143545.0,8958.0,1024,25,3839.0,0,10119.0,8522.0,1651402,8321,625716.25,2502865,12612,1424685,0.5692,2498601,0.9983,0.9747
9,8,0.0,4972.0,300,64,4,140492.0,13198.0,2048,25,7965.0,0,10049.0,10100.0,1656341,8521,690131.25,2760525,14202,1425470,0.5164,2500357,0.9058,0.9745
9,16,0.0,8957.0,200,64,3,188807.0,15847.0,1024,18,8933.0,0,24395.0,12355.0,3659500,8938,783173.00,3132692,7651,3252746,1.038,5893522,1.881,0.9789
9,16,0.0,8954.0,200,128,3,195619.0,13036.0,1024,25,4356.0,0,24551.0,10560.0,3659815,8570,738396.00,2953584,6916,3253967,1.102,5896197,1.996,0.979
9,16,0.0,8955.0,250,64,3,186746.0,15881.0,2048,25,9083.0,0,24474.0,12259.0,3659112,8607,850492.00,3401968,8002,3253042,0.9562,5894150,1.733,0.9789
9,16,0.0,8961.0,250,128,4,175802.0,11975.0,1024,25,4522.0,0,24112.0,10339.0,3667585,8764,824567.25,3298269,7881,3252279,0.9861,5892788,1.787,0.9789
9,16,0.0,8958.0,300,64,4,180515.0,16973.0,2048,25,10051.0,0,25335.0,12553.0,3656568,7767,968906.25,3875625,8233,3251769,0.839,5891622,1.52,0.9791
9,1,0.0,1576.0,200,64,3,221868.0,1803.0,1024,18,1379.0,0,0.0,2828.0,572849,10614,251249.00,1004996,18622,514094,0.5115,1226323,1.22,0.9564
9,1,0.0,1582.0,200,128,3,223184.0,1582.0,1024,25,150.0,0,0.0,1773.0,573365,10548,229148.00,916592,16863,514109,0.5609,1226365,1.338,0.9566
9,1,0.0,1576.0,250,64,3,221875.0,1803.0,2048,25,1388.0,0,0.0,2828.0,572977,10058,268118.00,1072472,18825,514126,0.4794,1226388,1.144,0.9564
9,1,0.0,1579.0,250,128,4,220257.0,1579.0,1024,25,191.0,0,0.0,1775.0,574785,10195,284418.25,1137673,20179,514115,0.4519,1226372,1.078,0.9562
9,1,0.0,1573.0,300,64,4,218856.0,1805.0,2048,25,1387.0,0,0.0,2826.0,574400,9827,324156.25,1296625,22184,514126,0.3965,1226388,0.9458,0.9561
9,2,0.0,2154.0,200,64,3,265472.0,4479.0,1024,18,3729.0,0,0.0,5041.0,752756,9759,347374.00,1389496,18014,668370,0.481,1482090,1.067,0.9641
9,2,0.0,2162.0,200,128,3,268851.0,3080.0,1024,25,2079.0,0,0.0,4371.0,752658,10080,336171.00,1344684,18009,668307,0.497,1481951,1.102,0.9642
9,2,0.0,2155.0,250,64,3,265466.0,4472.0,2048,25,3730.0,0,0.0,5075.0,752918,9559,377778.00,1511112,19184,668305,0.4423,1481967,0.9807,0.9639
9,2,0.0,2156.0,250,128,4,255843.0,3128.0,1024,25,2161.0,0,0.0,4383.0,754869,9935,391868.25,1567473,20630,668403,0.4264,1482161,0.9456,0.9638
9,2,0.0,2154.0,300,64,4,252767.0,4476.0,2048,25,3729.0,0,0.0,5077.0,755116,9347,433999.25,1735997,21489,668322,0.385,1482002,0.8537,0.9636
9,32,0.0,16793.0,200,64,3,199489.0,26541.0,1024,18,16442.0,0,50310.0,14771.0,7235330,7863,1111877.00,4447508,4834,6467553,1.454,11427482,2.569,0.9809
9,32,0.0,16792.0,200,128,3,205658.0,27016.0,1024,25,4604.0,0,50754.0,11944.0,7231046,8292,1041165.00,4164660,4776,6469239,1.553,11431117,2.745,0.981
9,32,0.0,16792.0,250,64,3,206236.0,26411.0,2048,25,9972.0,0,50231.0,13369.0,7239448,8083,1135445.00,4541780,5071,6468584,1.424,11429628,2.517,0.9808
9,32,0.0,16792.0,250,128,4,202824.0,27181.0,1024,25,5980.0,0,51099.0,12134.0,7240606,8436,1140946.25,4563785,5317,6468507,1.417,11429388,2.504,0.9809
9,32,0.0,16790.0,300,64,4,201785.0,32857.0,2048,25,9410.0,0,51686.0,14171.0,7264384,7927,1236458.25,4945833,5397,6473255,1.309,11439444,2.313,0.9806
9,4,0.0,3129.0,200,64,3,195374.0,20057.0,1024,18,12886.0,0,4757.0,11102.0,1138354,8274,639514.00,2558056,18593,1005190,0.393,2050066,0.8014,0.9709
9,4,0.0,3134.0,200,128,3,199720.0,8549.0,1024,25,3704.0,0,4749.0,8268.0,1136803,8945,531334.00,2125336,16724,1005116,0.4729,2049967,0.9645,0.9711
9,4,0.0,3127.0,250,64,3,194466.0,19076.0,2048,25,12211.0,0,4712.0,10861.0,1134899,7938,688051.00,2752204,19251,1005021,0.3652,2049771,0.7448,0.9713
9,4,0.0,3129.0,250,128,4,194223.0,8037.0,1024,25,3162.0,0,4768.0,8112.0,1137728,8306,583323.25,2333293,17034,1005081,0.4308,2049874,0.8785,0.9712
9,4,0.0,3127.0,300,64,4,187338.0,20072.0,2048,25,13021.0,0,4667.0,11061.0,1137201,7794,761646.25,3046585,20879,1004849,0.3298,2049330,0.6727,0.9712
9,8,0.0,5070.0,200,64,3,175769.0,14103.0,1024,18,8093.0,0,11724.0,11297.0,1945734,8523,639184.00,2556736,11199,1725600,0.6749,3276763,1.282,0.9761
9,8,0.0,5071.0,200,128,3,178484.0,9858.0,1024,25,3971.0,0,11737.0,9504.0,1945296,8804,611749.00,2446996,11075,1725882,0.7053,3277416,1.339,0.9762
9,8,0.0,5077.0,250,64,3,176563.0,14381.0,2048,25,8097.0,0,11807.0,11563.0,1953792,8383,689365.00,2757460,11831,1725855,0.6259,3277261,1.189,0.9758
9,8,0.0,5072.0,250,128,4,174872.0,9402.0,1024,25,3474.0,0,11699.0,9303.0,1953137,8795,675850.25,2703401,12173,1725075,0.6381,3275747,1.212,0.9759
9,8,0.0,5069.0,300,64,4,173664.0,13366.0,2048,25,7446.0,0,11721.0,10973.0,1956624,8001,742221.25,2968885,12141,1725716,0.5813,3277014,1.104,0.9756
